Symbol	Description
JAN	Janison Education Group Limited
JAT	
JAV	Javelin Minerals Limited
JAVO	JAVO
JAY	Jayride Group Limited
JBH	JB Hi-Fi Ltd
JBHKOC	Jb Hi-fi Limited
JBHKOG	Jb Hi-fi Limited
JBHKOP	Jb Hi-fi Limited
JBHKOR	Jb Hi-fi Limited
JBHKOV	Jb Hi-fi Limited
JCS	Jcurve Solutions Ltd
JDO	Judo Capital Holdings Limited
JGH	Jade Gas Holdings Limited
JHG	Janus Henderson Group Plc
JHGKOC	JHGKOC
JHGKOE	JHGKOE
JHGKOR	Janus Henderson Group Plc
JHX	James Hardie Industries NV (CUFS)
JHXKOA	James Hardie Industries Se
JHXKOD	James Hardie Industries Plc
JHXKOP	James Hardie Industries Se
JHXKOQ	James Hardie Industries Se
JHXKOR	James Hardie Industries Se
JIN	JIN
JINKOR	JINKOR
JLG	Johns Lyng Group Limited
JMS	Jupiter Mines Ltd
JNO	Juno Minerals Limited
JPR	Jupiter Energy Ltd
JRL	Jindalee Resources Ltd
JRV	Jervois Mining Ltd
JTL	Jayex Technology Limited
JXT	Jaxsta Ltd
JYC	Joyce Corporation Ltd
JZRO	JZRO
K2F	K2fly Limited
KAI	Kairos Minerals Limited
KAL	Kalgoorlie-Boulder Resources Ltd
KAM	K2 Asset Management Holdings Ltd
KAR	Karoon Gas Australia Ltd
KARKOR	Karoon Gas Australia Limited
KARKOU	Karoon Gas Australia Limited
KARKOV	Karoon Gas Australia Limited
KAT	Katana Capital Ltd
KAU	Kaiser Reef Limited
KBC	Keybridge Capital Ltd
KCC	Kincora Copper Limited
KCN	Kingsgate Consolidated Ltd
KED	Keypath Education International Inc.
KEY	Key Petroleum Ltd
KFE	Kogi Iron Limited
KFM	Kingfisher Mining Ltd
KGD	Kula Gold Limited
KGL	Kentor Gold Ltd
KGM	Kalnorth Gold Mines Limited
KGN	Kogan.com Ltd
KIL	KFM Diversified Infrastructure & Logistics Fund
KIN	Kin Mining Nl
KKC	Kkr Credit Income Fund
KKO	Kinetiko Energy Ltd
KLI	Killi Resources Limited
KLL	Kalium Lakes Limited
KLO	Kingsland Global Ltd
KLR	Kaili Resources Limited
KLS	Kanowna Lights Nl
KMD	Kathmandu Holdings Limited
KME	Kip McGrath Education Centres
KMT	Kopore Metals Limited
KNB	Koonenberry Gold Limited
KNG	Kingsland Minerals Ltd
KNI	Kuniko Limited
KNM	Kneomedia Limited
KNO	Knosys Limited
KOB	Koba Resources Limited
KOR	Korab Resources Ltd
KOV	Korvest Ltd
KP2	Kore Potash Plc
KPG	Kelly Partners Group Holdings Limited
KPO	Kalina Power Limited
KPOOE	KPOOE
KRM	Kingsrose Mining Ltd
KRR	King River Resources Limited
KRROC	KRROC
KSC	K&S Corporation Ltd
KSL	Kina Securities Limited
KSM	Kingstream Steel
KSN	Kingston Resources Limited
KSS	Kleos Space S.a
KTA	Krakatoa Resources Limited
KTG	K-tig Limited
KWR	Kingwest Resources Limited
KYK	Kyckr Limited
KZA	Kazia Therapeutics Limited
KZR	Kalamazoo Resources Limited
LAM	Laramide Resources Ltd
LAU	Lindsay Australia Ltd
LAW	Lawfinance Limited
LBL	Laserbond Ltd
LBT	Labtech Systems Ltd
LBY	Liberty Gold NL
LCE	London City Equities Ltd
LCL	Lighting Corporation Ltd
LCT	Living Cell Technologies Ltd
LCTOA	LCTOA
LCY	Legacy Iron Ore Ltd
LDR	Lach Drummond Resources Ltd
LDX	Lumos Diagnostics Holdings Limited
LDXO	Lumos Diagnostics Holdings Limited
LEG	Legend Mining Ltd
LEL	Lion Equities
LER	LER
LEX	Lefroy Exploration Limited
LFG	Liberty Financial Group
LFS	Latitude Group Holdings Limited
LFSPA	LFSPA
LGL	Lihir Gold Ltd
LGM	Luiri Gold Limited
LGP	Little Green Pharma Ltd
LHM	Land & Homes Group Limited
LIC	Lifestyles Communities Ltd
LIN	Lindian Resources Ltd
LIO	Lion Energy Ltd
LIOO	Lion Energy Ltd
LIOOA	LIOOA
LIS	Li-s Energy Limited
LIT	Lithium Australia Nl
LITOA	LITOA
LKE	Lake Resources NL
LKO	Lakes Oil NL
LKY	Locksley Resources Limited
LLC	Lend Lease Corporation Ltd
LLCKOA	Lend Lease Group
LLCKOD	Lend Lease Group
LLCKOE	Lend Lease Group
LLCKOP	Lend Lease Group
LLCKOR	Lend Lease Group
LLCKOV	Lend Lease Group
LLL	Leo Lithium Limited
LLO	Lion One Metals Limited
LM8	Lunnon Metals Limited
LME	L&m Energy Limited
LMG	Latrobe Magnesium Ltd
LMGO	LMGO
LML	Lincoln Minerals Ltd
LNK	Link Administration Holdings Limited
LNKKOB	Link Administration Holdings Limited
LNKKOC	Link Administration Holdings Limited
LNKKOQ	Link Administration Holdings Limited
LNKKOR	LNKKOR
LNR	Lonestar Resources Limited
LNU	Linius Technologies Limited
LNY	Laneway Resources Ltd
LNYOA	LNYOA
LOM	Lonrho Mining Ltd
LOT	Lotus Resources Limited
LOV	Lovisa Holdings Limited
LPD	Lepidico Ltd
LPDOD	LPDOD
LPE	Locality Planning Energy Holdings Ltd
LPEO	LPEO
LPI	Lithium Power International Limited
LPM	Loop Mobile Ltd
LRD	Lord Resources Limited
LRK	Lark Distilling Co. Ltd
LRL	Leyshon Resources Ltd
LRS	Latin Resources Limited
LRSOC	LRSOC
LRT	Lowell Resources Fund
LRV	Larvotto Resources Limited
LRVO	LRVO
LSA	Lachlan Star Ltd
LSF	L1 Long Short Fund Limited
LSR	Lodestar Minerals Ltd
LSX	Lion Selection Group Limited.
LTR	Liontown Resources Ltd
LTRKOC	LTRKOC
LTRKOD	Liontown Resources Limited
LV1	Live Verdure Ltd
LVE	Love Group Global Ltd
LVH	Livehire Limited
LVT	Livetiles Limited
LYC	Lynas Corporation Ltd
LYCKOA	Lynas Corporation Limited
LYCKOB	Lynas Corporation Limited
LYCKOC	Lynas Corporation Limited
LYCKOD	Lynas Corporation Limited
LYCKOE	Lynas Corporation Limited
LYCKOF	Lynas Corporation Limited
LYCKOP	Lynas Corporation Limited
LYCKOQ	Lynas Corporation Limited
LYCKOS	Lynas Corporation Limited
LYCKOT	Lynas Corporation Limited
LYK	Lykos Metals Limited
LYKO	LYKO
LYL	Lycopodium Ltd
LYN	Lycaon Resources Ltd
M24	Mamba Exploration Limited
M2M	Mt Malcolm Mines Nl
M2R	Miramar Resources Limited
M2RO	Miramar Resources Limited
M3M	M3 Mining Limited
M7T	Mach7 Technologies Limited
M8S	M8 Sustainable Limited
MAAT	MAAT
MAD	Maverick Drilling And Exploration Limited
MAET	MAET
MAF	Ma Financial Group Limited
MAG	Magellan Petroleum Australia Ltd
MAH	Macmahon Holdings Ltd
MAM	Aii S&p/asx 300 Metals & Mining
MAN	Magna Mining Ltd
MAP	Macquarie Airports
MAQ	Macquarie Telecom Group Ltd
MAT	Matine Ltd t/over
MATO	MATO
MAU	Magnetic Resources NL
MAUCA	Magnetic Resources Nl
MAY	Mayne Group Ltd
MAYO	MAYO
MBH	Maggie Beer Holdings Ltd
MBK	Metal Bank Limited
MBKO	MBKO
MBLPC	MBLPC
MBLPD	MBLPD
MBX	mBox.com
MCA	Medica Holdings
MCCL	MCCL
MCE	Matrix Composites & Engineering Limited
MCGG	MCGG
MCL	M2M Corporation Ltd
MCM	Mc Mining Limited
MCP	McPhersons Ltd
MCR	Mincor Resources NL
MCT	Metalicity Limited
MCTOA	Metalicity Limited
MCX	Mariner Corporation Limited
MCY	Mighty River Power Limited.
MDC	McConnell Dowell Corporation
MDI	Middle Island Resources Limited
MDR	Medadvisor Limited
MDX	Mindax Ltd
MEA	Media Corporation Australia
MEB	Medibio Limited
MEBOC	MEBOC
MEC	Morphic Ethical Equities Fund Limited
MEG	MCM Entertainment Group Ltd
MEI	Meteoric Resources NL
MEIO	MEIO
MEK	Meeka Gold Limited
MEL	Metgasco Ltd
MELO	MELO
MELOB	MELOB
MEM	Memphasys Limited.
MEU	Maramota Energy Ltd
MEZ	Meridian Energy Limited
MFB	My Food Bag Group Limited
MFD	Mayfield Childcare Limited
MFF	Magellan Flagship Fund Ltd
MFFOA	MFFOA
MFG	Magellan Financial Group
MFGKOA	Magellan Financial Group Limited
MFGKOE	Magellan Financial Group Limited
MFGKOF	Magellan Financial Group Limited
MFGKOP	Magellan Financial Group Limited
MFGKOQ	Magellan Financial Group Limited
MFGKOR	Magellan Financial Group Limited
MFGO	MFGO
MGA	Metalsgrove Mining Ltd
MGF	Magellan Global Fund.
MGFO	MGFO
MGG	Magellan Global Trust
MGGOA	Mogul Games Group Ltd
MGH	Maas Group Holdings Limited
MGL	Magontec Limited
MGOC	MGOC
MGR	Mirvac Group
MGRKOE	MGRKOE
MGRKOP	Mirvac Group
MGRKOQ	Mirvac Group
MGRKOR	Mirvac Group
MGT	Magnetite Mines Limited.
MGTOE	Magnetite Mines Limited.
MGU	Magnum Gold NL
MGUO	Magnum Mining And Exploration Limited
MGV	Musgrave Minerals Limited
MGX	Mount Gibson Iron Ltd
MGXKOJ	Mount Gibson Iron Limited
MHC	Manhattan Corporation Limited
MHCO	MHCO
MHG	Magellan Global Equities Fund (currency Hedged)
MHHT	MHHT
MHI	Merchant House International Ltd
MHJ	Michael Hill International Limited
MHK	Metal Hawk Limited.
MI6	Minerals 260 Limited
MICH	MICH
MIH	Mnc Media Investment Ltd
MIL	Magnesium International Ltd
MIN	Mineral Resources Ltd
MINKOF	Mineral Resources Limited
MINKOP	Mineral Resources Limited
MINKOR	Mineral Resources Limited
MINKOT	Mineral Resources Limited
MIO	Miclyn Express Offshore Limited
MIR	Mirrabooka Investments Ltd
MIRNB	MIRNB
MKG	Mako Gold Limited
MKL	Mighty Kingdom Limited
MKR	Manuka Resources Ltd.
MLD	Maca Limited
MLG	Mlg Oz Limited
MLM	Metallica Minerals Ltd
MLMOB	MLMOB
MLS	Metals Australia Ltd
MLSOC	MLSOC
MLSOD	MLSOD
MLX	Metals X Ltd
MM1	Midas Minerals Ltd
MM8	Medallion Metals Limited.
MM8O	MM8O
MMA	MMC Contrarian Ltd
MMC	Marengo Mining Canada Limited
MME	MTM Entertainment Trust
MMG	Macquarie Media Group
MMI	Metro Mining Limited
MMM	Marley Spoon Ag
MMR	Mec Resources Ltd
MMS	McMillan Shakespeare Ltd
MMSKOB	Mcmillan Shakespeare Limited
MMSKOC	Mcmillan Shakespeare Limited
MNB	Minbos Resources Limited
MNBOA	MNBOA
MND	Monadelphous Group Ltd
MNDKOC	Monadelphous Group Limited
MNDKOD	Monadelphous Group Limited
MNDKOP	Monadelphous Group Limited
MNDKOQ	Monadelphous Group Limited
MNDKOT	Monadelphous Group Limited
MNRS	Global Gold Miners Etf - Currency Hedged
MNS	Milnes Holdings
MNY	Money3 Corporation Ltd
MOAT	Vaneck Vectors Morningstar Wide?moat
MOB	Mobile Innovations Ltd
MOGL	MOGL
MOH	Moho Resources Limited
MOHO	Moho Resources Limited
MONY	Ubs Iq Cash
MOQ	Montech Holdings Limited
MOT	Motopia Limited
MOV	Moore Australasia (holdings) Limited
MOZ	Mozambi Coal Limited
MOZG	MOZG
MP1	Megaport Limited
MP1KOC	MP1KOC
MP1KOP	MP1KOP
MP1KOR	MP1KOR
MPA	Marine Produce Australia Ltd
MPG	Macquarie Private Capital Group
MPL	Medibank Private Limited
MPLKOA	Medibank Private Limited
MPLKOE	Medibank Private Limited
MPLKOP	Medibank Private Limited
MPLKOQ	Medibank Private Limited
MPLKOS	Medibank Private Limited
MPP	Metro Performance Glass Limited
MPR	Macquarie ProLogis Trust
MPX	Mustera Property Group Limited
MQG	Macquarie Group Ltd
MQGKOB	Macquarie Group Limited
MQGKOC	Macquarie Group Limited
MQGKOG	Macquarie Group Limited
MQGKOI	Macquarie Group Limited
MQGKOP	Macquarie Group Limited
MQGKOU	Macquarie Group Limited
MQGKOV	Macquarie Group Limited
MQGKOW	Macquarie Group Limited
MQGKOX	Macquarie Group Limited
MQGMOA	Macquarie Group Limited
MQGMOB	Macquarie Group Limited
MQGPC	Macquarie Group Limited
MQGPD	Macquarie Group Limited
MQGPE	MQGPE
MQGPF	Macquarie Group Limited
MQR	Marquee Resources Limited
MR1	Montem Resources Limited.
MRC	Mineral Commodities Ltd
MRD	Mount Ridley Mines Limited
MRDOB	MRDOB
MRG	Murray River Organics Group Limited
MRI	MRI Holdings Ltd
MRL	Miller's Retail Ltd
MRM	Mermaid Marine Australia Ltd
MRQ	Mrg Metals Limited
MRQOC	MRQOC
MRR	Minrex Resources Nl
MRZ	Mirvac Real Estate Investment Trust
MSB	Mesoblast Ltd
MSBKOQ	Mesoblast Limited
MSBKOR	Mesoblast Limited
MSBKOS	Mesoblast Limited
MSG	Mcs Services Limited
MSI	Multistack International Ltd
MSL	Mcintosh Securities Ltd t/over
MSTR	MSTR
MSV	Mitchell Services Limited
MTB	Mount Burgess Mining NL
MTBO	MTBO
MTC	Metalstech Limited
MTH	Mithril Resources Ltd
MTM	Mareterram Limited
MTMO	MTMO
MTO	Moto Goldmines Ltd
MTR	Meditech Research Ltd
MTS	Metcash Ltd
MTSKOB	Metcash Limited
MTSKOC	Metcash Limited
MTSKOE	Metcash Limited
MTSKOP	Metcash Limited
MTSKOQ	Metcash Limited
MTSKOR	Metcash Limited
MVA	Vaneck Vectors Australian?property
MVB	Vaneck Vectors Australian Banks
MVE	Vaneck Vectors S&p/asx Midcap
MVF	Monash Ivf Group Limited
MVL	Microview Ltd
MVOL	Ishares Edge Msci Australia Minimum Volatility
MVP	Medical Developments International
MVR	Vaneck Vectors Australian Resources
MVS	Vaneck Vectors Small Cap Dividend?payers
MVTHA	Mercantile Investment Company Ltd
MVW	Vaneck Vectors Australian Equal Weight
MWY	Midway Limited
MX1	Micro-x Limited
MXC	Mgc Pharmaceuticals Ltd
MXI	MaxiTRA Industries Ltd
MXO	Matrix Oil
MXOOA	MXOOA
MXR	Maximus Resources Ltd
MXROE	MXROE
MXT	Mcp Master Income Trust
MYD	Mydeal.com.au Limited
MYE	Mastermyne Group Limited
MYG	Mutiny Gold Ltd
MYR	Myer Holdings Limited
MYS	Mystate Limited
MYX	MYX
MZZ	Matador Mining Limited
N1H	N1 Holdings Limited
NAB	National Australia Bank Ltd
NABKOB	National Australia Bank Limited
NABKOE	National Australia Bank Limited
NABKOJ	National Australia Bank Limited
NABKOK	National Australia Bank Limited
NABKOL	National Australia Bank Limited
NABKOQ	National Australia Bank Limited
NABKOS	National Australia Bank Limited
NABKOT	National Australia Bank Limited
NABKOU	National Australia Bank Limited
NABKOV	National Australia Bank Limited
NABKOW	National Australia Bank Limited
NABKOX	National Australia Bank Limited
NABKOZ	National Australia Bank Limited
NABMOD	NABMOD
NABMOP	National Australia Bank Limited
NABMOQ	National Australia Bank Limited
NABPD	National Australia Bank Limited
NABPE	National Australia Bank Limited
NABPF	National Australia Bank Limited
NABPH	NABPH
NABPI	National Australia Bank Limited
NAC	Naos Absolute Opportunities Company Limited
NACGA	NACGA
NACOA	NACOA
NAE	New Age Exploration Ltd
NAEO	New Age Exploration Limited
NAG	
NAM	Namoi Cotton Co-operative Ltd
NAN	Nanosonics Ltd
NANKOA	Nanosonics Limited
NANKOQ	Nanosonics Limited
NBI	Nb Global Corporate Income Trust
NC1	Nico Resources Limited
NC6	Nanollose Limited
NC6OA	NC6OA
NCC	Naos Emerging Opportunities Company Limited
NCCGA	NCCGA
NCK	Nick Scali Ltd
NCL	Netccentric Limited
NCM	Newcrest Mining Ltd
NCMKOA	Newcrest Mining Limited
NCMKOG	Newcrest Mining Limited
NCMKOH	Newcrest Mining Limited
NCMKOL	Newcrest Mining Limited
NCMKOP	Newcrest Mining Limited
NCMKOQ	Newcrest Mining Limited
NCMKOR	Newcrest Mining Limited
NCMKOU	Newcrest Mining Limited
NCMKOV	Newcrest Mining Limited
NCMKOW	Newcrest Mining Limited
NCMKOX	Newcrest Mining Limited
NCMMOP	Newcrest Mining Limited
NCR	Nucoal Resources Nl
NCZ	New Century Resources Limited
NDIA	NDIA
NDQ	Betashares Nasdaq 100
NDXKOE	NDXKOE
NDXKOG	NDXKOG
NDXKOI	NDXKOI
NDXKOJ	NDXKOJ
NDXKOK	NDXKOK
NDXKOT	Nasdaq 100 E-mini
NDXKOU	Nasdaq 100 E-mini
NDXKOW	NDXKOW
NDXMOR	NDXMOR
NEA	Nearmap Ltd
NEAKOD	Nearmap Ltd
NEAKOQ	NEAKOQ
NEC	Nine Entertainment Co Holdings Ltd
NECKOA	Nine Entertainment Co. Holdings Limited
NECKOB	Nine Entertainment Co. Holdings Limited
NECKOC	Nine Entertainment Co. Holdings Limited
NECKOD	Nine Entertainment Co. Holdings Limited
NECKOQ	Nine Entertainment Co. Holdings Limited
NECKOS	Nine Entertainment Co. Holdings Limited
NES	Nelson Resources Limited.
NESO	Nelson Resources Limited.
NET	Netlinkz Limited
NEU	Neuren Pharmaceuticals Ltd
NEW	New Energy Solar
NFL	Natural Fuel Ltd
NFNG	NFNG
NGE	New Guinea Energy Ltd
NGI	Navigator Global Investments Limited
NGS	Nutritional Growth Solutions Ltd
NGSO	NGSO
NGY	Nuenergy Capital Ltd
NHC	New Hope Corporation Ltd
NHE	New Horizon Energy Ltd
NHF	Nib Holdings Ltd
NHFKOA	Nib Holdings Limited
NHFKOC	Nib Holdings Limited
NHFKOE	NHFKOE
NHFKOF	NHFKOF
NHFKOP	Nib Holdings Limited
NHFKOQ	Nib Holdings Limited
NHFKOR	Nib Holdings Limited
NI2KOF	NI2KOF
NI2KOP	NI2KOP
NI2KOU	NI2KOU
NI2KOV	NI2KOV
NI2KOW	NI2KOW
NI2KOY	NI2KOY
NI2KOZ	NI2KOZ
NIC	Nickel Mines Limited
NICKOB	NICKOB
NICKOC	NICKOC
NICKOD	NICKOD
NIM	Nimy Resources Limited
NIS	Nickelsearch Limited
NKL	Nickel Australia Ltd
NME	Nex Metals Exploration Ltd
NML	Navarre Minerals Limited
NMR	Nimrodel Resources Ltd
NMT	Neometals Ltd
NNG	Northern Gold NL
NNL	Nordic Nickel Limited
NNUK	NNUK
NOL	National 1
NOR	Norwood Systems Limited
NOU	Noumi Limited
NOUO	NOUO
NOV	Novatti Group Limited
NOX	Noxopharm Limited
NOXO	NOXO
NOXOA	NOXOA
NPM	Newpeak Metals Limited
NPMO	NPMO
NPR	Newmark Property Reit
NRX	Noronex Limited
NRZ	Neurizer Ltd
NRZOA	NRZOA
NSB	Neuroscientific Biopharmaceuticals Ltd
NSC	Naos Small Cap Opportunities Company Limited
NSCOA	NSCOA
NSE	New Standard Energy Ltd
NSM	North Stawell Minerals Ltd
NSR	National Storage Reit
NSRKOA	National Storage Reit
NSRKOB	National Storage Reit
NST	Northern Star Resources Ltd
NSTKOA	Northern Star Resources Ltd
NSTKOD	Northern Star Resources Ltd
NSTKOE	Northern Star Resources Ltd
NSTKOP	Northern Star Resources Ltd
NSTKOQ	Northern Star Resources Ltd
NSTKOS	Northern Star Resources Ltd
NSX	X Ltd
NTD	National Tyre & Wheel Limited
NTI	Neurotech International Limited
NTL	New Talisman Gold Mines Limited
NTLOB	New Talisman Gold Mines Limited
NTM	Northern Manganese Limited
NTO	Nitro Software Limited
NTU	Northen Uranium Ltd
NUC	Nuchev Limited
NUF	NuFarm Ltd
NUFKOA	Nufarm Limited
NUFKOB	Nufarm Limited
NUFKOC	Nufarm Limited
NUFKOP	Nufarm Limited
NUFKOS	Nufarm Limited
NUH	Nuheara Limited
NVA	Nova Minerals Limited
NVU	Nanoveu Limited
NVX	Novonix Limited
NVXKOD	Novonix Limited
NVXKOE	Novonix Limited
NWC	New World Cobalt Limited
NWE	Norwest Energy NL
NWF	Newfield Resources Limited
NWH	NRW Holdings Ltd
NWHKOB	Nrw Holdings Limited
NWHKOC	Nrw Holdings Limited
NWL	New Tel
NWLKOR	NWLKOR
NWM	Norwest Minerals Limited
NWMO	NWMO
NWS	News Corporation
NWSLV	NEWS CORP-PREFD
NXG	Nexgen Energy (canada) Ltd
NXL	Nuix Limited
NXM	Nexus Minerals Limited
NXS	Nexus Energy Ltd
NXT	Nextdc Limited
NXTKOB	Nextdc Limited
NXTKOE	Nextdc Limited
NXTKOF	Nextdc Limited
NXTKOQ	NXTKOQ
NXTKOR	Nextdc Limited
NYM	Narryer Metals Limited
NYR	Nyrada Inc.
NZK	New Zealand King Salmon Investments Limited
NZM	Nzme Limited
NZO	New Zealand Oil & Gas Ltd
NZS	New Zealand Coastal Seafoods Limited
NZSOA	NZSOA
NZSOB	New Zealand Coastal Seafoods Limited
OAK	Oaks Hotels & Resorts Ltd
OAR	Oakdale Resources Limited
OAU	Ora Gold Limited
OBL	Oil Basins Ltd
OBLHA	OBLHA
OBM	Ora Banda Mining Ltd
OCA	Oil Company Of Australia
OCC	Orthocell Limited
OCL	Objective Corporation Ltd
OCN	Oceana Lithium Limited
OD6	Od6 Metals Limited
ODA	Orcoda Limited
ODE	Odessa Minerals Limited
ODM	Odin Metals Limited
ODY	Odyssey Energy Ltd
OEC	Orbital Corporation Ltd
OEL	Ottoman Energy Ltd
OEQ	Orion Equities Ltd
OEX	Oilex NL
OFX	Ozforex Group Limited
OFXKOA	Ozforex Group Limited
OFXKOQ	Ozforex Group Limited
OFXKOR	Ozforex Group Limited
OGC	Oceanagold Corporation
OIL	Optiscan Imaging Ltd
OKJ	Oakajee Corporation Ltd
OKR	Okapi Resources Limited
OKRO	OKRO
OKU	Oklo Uranium Ltd
OLH	Oldfields Holdings Ltd
OLI	Olivers Real Food Limited
OLL	Openlearning Limited
OLY	Olympia Resources Ltd
OM1	Omnia Metals Group Ltd
OMH	OM Holdings Ltd
OML	Ooh!media Limited
OMLKOA	Ooh!media Limited
OMX	Ormil Energy Limited
ONE	Oneview Healthcare Plc
OOK	Ookami Limited
OOKOB	Ookami Limited
OOO	Betashares Crude Oil Index Etf - Currency Hedged (
OPH	Ophir High Conviction Fund
OPL	Orchard Petroleum Ltd
OPN	Opendna Limited
OPT	Opthea Limited
OPY	Openpay Group Ltd
ORA	Orora Limited
ORAKOA	Orora Limited
ORAKOC	Orora Limited
ORAKOP	Orora Limited
ORAKOQ	Orora Limited
ORG	Origin Energy Ltd
ORGKOA	Origin Energy Limited
ORGKOB	Origin Energy Limited
ORGKOC	Origin Energy Limited
ORGKOP	Origin Energy Limited
ORGKOQ	Origin Energy Limited
ORGKOS	Origin Energy Limited
ORI	Orica Ltd
ORIKOA	Orica Limited
ORIKOB	Orica Limited
ORIKOC	Orica Limited
ORIKOR	Orica Limited
ORIKOT	Orica Limited
ORM	Orion Metals Limited
ORN	ORN
ORR	Orecorp Limited
OSL	Oncosil Medical Ltd
OSM	Osmond Resources Limited
OSP	Osprey Medical Inc
OSX	Osteopore Limited
OVN	Oventus Medical Limited
OVT	Ovato Limited
OXT	Orexplore Technologies Limited
OXX	Octanex N.l.
OZF	Spdr??s&p?/asx 200 Financials Ex A-reit Fund
OZL	OZ Minerals
OZLKOA	Oz Minerals Limited
OZLKOR	Oz Minerals Limited
OZLKOS	Oz Minerals Limited
OZM	Ozaurum Resources Limited
OZR	Spdr??s&p?/asx 200 Resources Fund
OZZ	Ozz Resources Limited
OZZO	OZZO
PAA	PharmAust Ltd
PAAO	Pharmaust Limited
PAB	Patrys Ltd
PABO	PABO
PABOA	PABOA
PAC	Pacsoft Ltd
PAI	Platinum Asia Investments Limited
PAL	Palla Pharma Limited
PAM	Pan Asia Metals Limited
PAN	Panoramic Resources Ltd
PAR	Paradigm Biopharmaceuticals Limited..
PBH	Pointsbet Holdings Limited
PBHO	PBHO
PBL	Publishing & Broadcasting Ltd
PBP	Probiotec Ltd
PBX	Pacific Bauxite Limited
PCG	PCH Group Ltd
PCI	Perpetual Credit Income Trust
PCK	Painchek Ltd
PCL	Pancontinental Oil & Gas NL
PDI	Predictive Discovery Limited
PDIOA	Predictive Discovery Limited
PDL	Petra Diamonds Ltd
PDLKOD	PDLKOD
PDN	Paladin Resources Ltd
PDNKOB	Paladin Energy Ltd
PDNKOC	Paladin Energy Ltd
PDNKOP	Paladin Energy Ltd
PE1	Pengana Private Equity Trust
PEB	Pacific Edge Limited
PEC	Perpetual Resources Limited
PEK	Peak Resources Ltd
PEN	Peninsula Minerals Ltd
PET	Peters MacGregor Investments Ltd
PEX	Peel Exploration Ltd
PF1	Pathfinder Resources Ltd
PFE	Pantera Minerals Limited
PFEOA	Pantera Minerals Limited
PFG	Prime Financial Group Ltd
PFP	WC Penfold
PFT	Pure Foods Tasmania Limited
PG1	Pearl Global Limited
PGC	Paragon Care Ltd
PGD	Peregrine Gold Ltd
PGDO	PGDO
PGF	Pm Capital Global Opportunities Fund Limited
PGG	Partners Group Global Income Fund
PGH	Pact Group Holdings Ltd
PGL	Progen Industries Ltd
PGM	Platina Resources Ltd
PGO	Primary Gold Limited
PGY	Pilot Energy Limited
PH2	Pure Hydrogen Corporation Limited
PHL	Pearl Healthcare Ltd
PHO	Phoneware
PIA	Prudential Investment Company Of Australia
PIC	Perpetual Equity Investment Company Limited
PICOA	PICOA
PIL	Pilbara Mines NL.
PILO	PILO
PIM	Prime Minerals Ltd
PIMO	Prime Minerals Ltd
PIQ	Proteomics International Laboratories Ltd
PKD	Parkd Ltd
PKO	Peak Oil & Gas Limited
PL8	Plato Income Maximiser Limited.
PLG	Propertylink Group
PLL	Poltech International
PLS	Pilbara Minerals Limited
PLSKOA	PLSKOA
PLSKOC	PLSKOC
PLSKOS	PLSKOS
PLSKOT	PLSKOT
PLT	Polartechnics Ltd
PLUS	Vaneck Vectors Australian Corporate Bond Plus
PLY	Polymetals Mining Limited
PMC	Platinum Capital Ltd
PME	Pro Medicus Ltd
PMEKOA	Pro Medicus Limited
PMEKOB	Pro Medicus Limited
PMEKOE	Pro Medicus Limited
PMGOLD	Perth Mint Gold
PMV	Premier Investments Ltd
PMVKOA	Premier Investments Limited
PMVKOB	Premier Investments Limited
PMVKOP	Premier Investments Limited
PMVKOQ	Premier Investments Limited
PMVKOR	Premier Investments Limited
PNC	Pioneer Credit Limited
PNCO	Pioneer Credit Limited
PNI	Pinnacle Investment Management Group Ltd
PNM	Pacific Nickel Mines Limited
PNN	PeppinNini Minerals Ltd
PNR	Pacific Niugini Minerals Ltd
PNT	Panther Metals Ltd
PNV	Polynovo Limited
PNX	Phoenix Copper Ltd
PO3	Purifloh Limited
POD	Podium Minerals Limited
POL	Polaris Metals NL
POS	Poseidon Nickel Ltd
POU	Betashares British Pound
POW	Protean Wave Energy Ltd
PPC	Peet & Company Ltd
PPCHB	Peet Limited
PPE	People Infrastructure Ltd
PPG	Pro-Pac Packaging Ltd
PPH	Pan Pharmaceuticals
PPK	Plaspak Group Ltd
PPL	Park Plaza Kemayan
PPM	Primero Mining Corp.
PPS	Praemium Ltd
PPT	Perpetual Trustees Australia Ltd
PPTKOC	Perpetual Limited
PPTKOU	PPTKOU
PPY	Papyrus Australia Ltd
PR1	Pure Resources Limited
PRL	Petrel Energy Limited
PRM	Plenty River Mining Corporation Ltd
PRMOB	PRMOB
PRN	Pelsart Resources Nl
PRNKOC	Perenti Global Limited
PRO	Prophecy International Holdings Ltd
PRS	Prospech Limited.
PRT	Prime Television Ltd
PRU	Perseus Mining Ltd
PRUKOB	Perseus Mining Limited
PRUKOD	Perseus Mining Limited
PRX	Prime Retail Group unit/ord
PSC	Prospect Resources Limited
PSI	Pacific Strategic Investments Ltd
PSL	Panaseer
PSLOD	PSLOD
PSQ	Pacific Smiles Group Limited
PTB	PTB Group Ltd
PTG	Proptech Group Limited
PTL	Pental Limited
PTM	Platinum Asset Management Ltd
PTMKOC	Platinum Asset Management Limited
PTMKOP	Platinum Asset Management Limited
PTMKOS	Platinum Asset Management Limited
PTR	Petratherm Ltd
PTX	Prescient Therapeutics Limited
PTXOC	Prescient Therapeutics Limited
